slope,curvature,twi,lithology,landcover,fault_distance,rainfall,fire_history,label,x,y
0.34268680214881897,0.5275018215179443,0.11461105197668076,0.75,0.0,0.0,0.2695643901824951,0.0,1,203016.34899119224,3866775.7419651225
0.17676502466201782,0.527695894241333,0.13453409075737,0.75,0.5,1.0,0.26916271448135376,0.0,0,215286.07228220804,3859639.718286574
0.01693151146173477,0.5288523435592651,0.19670656323432922,0.75,0.5,0.75,0.3896768391132355,0.0,0,260547.6378937237,3813338.116699893
0.3721868693828583,0.528809130191803,0.11364710330963135,0.75,0.5,0.5,0.3718641996383667,0.0,0,193035.3026212221,3822578.436325399
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.1322341114282608,0.0,0,229126.55102863704,3772976.7205867516
0.019489498808979988,0.5276374220848083,0.19390763342380524,0.75,0.5,0.0,0.14273443818092346,0.0,0,224546.3925995442,3761606.32728134
0.3030967712402344,0.5409442782402039,0.10992388427257538,0.75,0.5,0.75,0.6530892848968506,1.0,0,274538.1218288785,3819568.332204969
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.13086506724357605,0.0,0,207345.79762565845,3754876.0944805117
0.13925711810588837,0.5285325050354004,0.1421661227941513,0.75,0.5,0.25,0.234391450881958,0.0,0,193695.3254516154,3855609.578882809
0.0,0.5280503630638123,0.27306821942329407,0.75,0.5,0.0,0.4528662860393524,0.0,0,226586.46316621438,3820638.3692178796
0.5154224038124084,0.5223710536956787,0.09372320771217346,0.75,0.5,0.0,0.46628719568252563,0.0,0,234506.73713093388,3851999.4540074756
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.1946917027235031,0.0,0,173314.6204767438,3825068.5224582464
0.0102235684171319,0.5269025564193726,0.20976801216602325,0.75,0.5,0.75,0.31933465600013733,0.0,0,233356.69735070312,3812918.102171461
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.12798359990119934,0.0,0,184014.99060584712,3768496.5656168093
0.4357442855834961,0.5290545225143433,0.10467759519815445,0.75,0.0,0.0,0.552711009979248,0.0,0,261587.67386888887,3823738.476451545
0.0,0.5280503630638123,0.2767643630504608,0.5,0.5,0.0,0.14150869846343994,0.0,0,209095.85816079218,3769026.583950307
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.16636495292186737,0.0,0,266107.8302224914,3760186.2781614033
0.004501925781369209,0.5239746570587158,0.2276197075843811,0.75,0.5,0.75,0.306070476770401,0.0,0,216836.12589904075,3837838.964191765
0.14215496182441711,0.5186885595321655,0.13905544579029083,0.75,0.5,0.0,0.3608390986919403,0.0,0,185585.04491450996,3826968.588182106
0.08379054069519043,0.535874605178833,0.15080928802490234,0.75,0.0,0.25,0.348662793636322,0.0,0,218286.176056723,3853599.5093538836
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.17892232537269592,0.0,0,187945.12655046172,3813288.1149703176
0.098558209836483,0.5285054445266724,0.14899130165576935,0.75,0.5,0.0,0.3907320499420166,0.0,0,224576.39363728935,3840939.0714254305
0.3640861213207245,0.527018129825592,0.09376469254493713,0.75,0.5,0.25,0.4921925365924835,0.0,0,274108.10695453134,3840189.045481802
0.1391000896692276,0.5273173451423645,0.12543852627277374,0.75,0.5,0.0,0.5641550421714783,0.0,0,242086.99933454164,3850559.4041957087
0.3921584486961365,0.5290200114250183,0.11346189677715302,0.75,0.5,0.75,0.25206753611564636,0.0,0,196355.41746501866,3837698.9593489543
0.24745307862758636,0.5415343046188354,0.11826352775096893,0.75,0.5,0.5,0.21519652009010315,0.0,0,239056.89452228154,3870600.0974094686
0.005452816374599934,0.5280470252037048,0.225251242518425,0.75,0.5,0.0,0.20395059883594513,0.0,0,175744.70453410092,3870880.1070950897
0.2536485493183136,0.5230922698974609,0.11899636685848236,0.75,0.5,0.0,0.040374841541051865,0.0,0,246227.1425433723,3871230.1192021165
0.38731658458709717,0.5280284881591797,0.1096251904964447,0.75,0.5,0.0,0.5061570405960083,1.0,0,225256.41715951273,3823028.4518915764
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.2880825698375702,0.0,0,243737.05641052488,3809697.990786815
0.0,0.5280503630638123,0.27676287293434143,0.5,0.5,0.5,0.3017585873603821,0.0,0,253697.40094191453,3811138.040598582
0.4231186807155609,0.5327253937721252,0.10878707468509674,0.75,0.5,0.0,0.35041606426239014,0.0,0,225116.41231670204,3855629.579574639
0.2898925542831421,0.5340006947517395,0.12355726957321167,0.75,0.5,0.0,0.40750864148139954,0.75,0,221666.29297600986,3821078.3844381417
0.03808518871665001,0.5394560694694519,0.17490357160568237,0.75,0.5,0.75,0.21217620372772217,0.0,0,182624.94252365522,3862289.809954062
0.25476938486099243,0.5288255214691162,0.10786259174346924,0.75,0.0,0.0,0.635004460811615,0.0,0,246547.15361265387,3847999.315641456
0.13507865369319916,0.528039276599884,0.14404802024364471,0.75,0.5,1.0,0.4037548005580902,0.0,0,262247.69669928215,3813528.123272279
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.227616548538208,0.0,0,241496.9789255537,3772636.70882564
0.28880029916763306,0.5267246961593628,0.11882022023200989,0.75,0.5,0.0,0.4973321557044983,1.0,0,235036.7554644315,3824168.491325892
0.17464859783649445,0.5266863107681274,0.1369837373495102,0.75,0.5,0.0,0.14036482572555542,0.0,0,214906.05913743615,3766016.479829877
0.1725044995546341,0.5311281681060791,0.13033057749271393,0.75,0.5,1.0,0.3697112202644348,0.0,0,220756.2614977403,3848699.3398555093
0.0026561585254967213,0.5280365943908691,0.2433263212442398,0.75,0.5,0.0,0.18695279955863953,0.0,0,178154.78789962793,3842379.121237198
0.10017973929643631,0.559906005859375,0.15043723583221436,0.75,0.5,0.25,0.35450389981269836,0.0,0,223166.34486326732,3832288.7722089123
0.09496570378541946,0.541941225528717,0.1405685395002365,0.75,0.5,0.0,0.06323632597923279,0.0,0,270667.9879597542,3859099.6996071613
0.0899173766374588,0.5246129631996155,0.15330645442008972,0.75,0.5,0.25,0.43153512477874756,1.0,0,257347.52720090773,3815228.1820778376
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.17185543477535248,0.0,0,264637.7793729791,3761326.317595719
0.003431775839999318,0.5280178189277649,0.2366793006658554,0.75,0.5,0.0,0.19382700324058533,0.0,0,177714.77267936573,3871350.123353097
0.28247010707855225,0.5375615954399109,0.10940263420343399,0.75,0.5,0.0,0.23629890382289886,0.0,0,250877.30339387048,3859669.719324319
